location,year_month,public,total,total_sex_male,total_sex_female,total_age_0_19,total_age_20_39,total_age_40_59,total_age_60_max,total_sex_male_age_0_19,total_sex_male_age_20_39,total_sex_male_age_40_59,total_sex_male_age_60_max,total_sex_female_age_0_19,total_sex_female_age_20_39,total_sex_female_age_40_59,total_sex_female_age_60_max
Croatia,Aug 2017,N,51,40,11,.b,.b,14,26,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Sep 2017,N,66,48,18,.b,14,.b,38,.b,.b,.b,27,.b,.b,.b,11
Croatia,Oct 2017,N,65,46,19,.b,.b,26,33,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Nov 2017,N,57,46,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Dec 2017,N,40,28,12,.b,.b,14,18,.b,.b,8,.b,.b,.b,6,.b
Croatia,Jan 2018,N,56,49,7,.b,.b,19,26,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Feb 2018,N,46,36,10,.b,15,.b,17,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2018,N,59,43,16,.b,.b,13,32,.b,.b,.b,23,.b,.b,.b,9
Croatia,Apr 2018,N,63,52,11,.b,.b,18,39,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2018,N,62,48,14,.b,.b,24,32,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2018,N,60,45,15,.b,.b,19,27,.b,.b,.b,20,.b,.b,.b,7
Croatia,Jul 2018,N,57,42,15,.b,.b,23,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Aug 2018,N,63,45,18,.b,.b,24,32,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Sep 2018,N,55,42,13,.b,.b,20,26,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Oct 2018,N,43,30,13,.b,.b,14,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Nov 2018,N,49,37,12,.b,.b,17,19,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Dec 2018,N,45,34,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jan 2019,N,48,31,17,.b,.b,14,27,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Feb 2019,N,36,.b,.b,.b,.b,10,20,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2019,N,42,33,9,.b,.b,13,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Apr 2019,N,44,36,8,.b,.b,16,19,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2019,N,50,41,9,.b,.b,19,18,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2019,N,52,40,12,.b,.b,18,27,.b,.b,.b,21,.b,.b,.b,6
Croatia,Jul 2019,N,48,36,12,.b,.b,21,21,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Aug 2019,N,59,47,12,.b,.b,17,27,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Sep 2019,N,62,54,8,.b,.b,18,33,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Oct 2019,N,43,.b,.b,.b,.b,19,18,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Nov 2019,N,38,28,10,.b,.b,12,17,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Dec 2019,N,41,27,14,.b,.b,10,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jan 2020,N,41,32,9,.b,.b,16,12,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Feb 2020,N,42,34,8,.b,.b,13,19,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2020,N,41,31,10,.b,9,.b,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Apr 2020,N,33,26,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2020,N,47,36,11,.b,.b,13,23,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2020,N,61,47,14,.b,.b,19,30,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jul 2020,N,51,38,13,.b,.b,20,20,.b,.b,14,.b,.b,.b,6,.b
Croatia,Aug 2020,N,49,40,9,.b,.b,13,26,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Sep 2020,N,54,43,11,.b,.b,19,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Oct 2020,N,37,29,8,.b,.b,.b,20,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Nov 2020,N,52,.b,.b,.b,.b,15,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Dec 2020,N,52,39,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jan 2021,N,41,28,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Feb 2021,N,42,31,11,.b,.b,13,21,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2021,N,45,.b,.b,.b,.b,16,20,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Apr 2021,N,42,33,9,.b,.b,13,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2021,N,56,39,17,.b,.b,26,21,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2021,N,57,44,13,.b,.b,13,32,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jan 2016,N,114,81,33,.b,.b,42,39,.b,.b,27,28,.b,.b,15,11
Czech Republic,Feb 2016,N,99,81,18,.b,36,35,.b,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Mar 2016,N,117,95,22,.b,.b,39,45,.b,.b,.b,33,.b,.b,.b,12
Czech Republic,Apr 2016,N,130,111,19,.b,.b,50,47,.b,.b,43,.b,.b,.b,7,.b
Czech Republic,May 2016,N,121,96,25,.b,.b,55,38,.b,.b,43,31,.b,.b,12,7
Czech Republic,Jun 2016,N,121,97,24,8,25,40,48,.b,17,32,.b,.b,8,8,.b
Czech Republic,Jul 2016,N,110,91,19,.b,.b,35,39,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Aug 2016,N,111,89,22,.b,41,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Sep 2016,N,107,84,23,.b,.b,39,42,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Oct 2016,N,95,78,17,.b,.b,35,32,.b,.b,.b,23,.b,.b,.b,9
Czech Republic,Nov 2016,N,99,83,16,6,23,35,35,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Dec 2016,N,94,74,20,.b,.b,34,42,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jan 2017,N,118,95,23,6,27,50,35,.b,.b,40,28,.b,.b,10,7
Czech Republic,Feb 2017,N,102,79,23,.b,.b,40,34,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Mar 2017,N,111,85,26,.b,.b,47,34,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Apr 2017,N,122,87,35,.b,.b,42,50,.b,.b,32,35,.b,.b,10,15
Czech Republic,May 2017,N,148,119,29,.b,.b,59,50,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jun 2017,N,110,93,17,.b,35,37,.b,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jul 2017,N,100,81,19,.b,32,37,.b,.b,.b,31,.b,.b,.b,6,.b
Czech Republic,Aug 2017,N,118,97,21,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Sep 2017,N,108,85,23,.b,.b,47,35,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Oct 2017,N,134,111,23,.b,.b,41,59,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Nov 2017,N,125,100,25,8,27,37,53,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Dec 2017,N,101,76,25,.b,.b,37,35,.b,.b,29,26,.b,.b,8,9
Czech Republic,Jan 2018,N,124,100,24,.b,40,.b,46,.b,32,.b,.b,.b,8,.b,.b
Czech Republic,Feb 2018,N,73,66,7,.b,.b,31,26,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Mar 2018,N,136,112,24,.b,.b,52,49,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Apr 2018,N,123,101,22,.b,.b,46,50,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,May 2018,N,111,98,13,.b,.b,39,39,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jun 2018,N,112,89,23,.b,.b,.b,43,.b,.b,.b,33,.b,.b,.b,10
Czech Republic,Jul 2018,N,129,107,22,.b,.b,43,45,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Aug 2018,N,123,97,26,.b,.b,40,44,.b,.b,33,32,.b,.b,7,12
Czech Republic,Sep 2018,N,104,82,22,.b,.b,42,31,.b,.b,30,.b,.b,.b,12,.b
Czech Republic,Oct 2018,N,129,97,32,.b,.b,51,50,.b,.b,41,38,.b,.b,10,12
Czech Republic,Nov 2018,N,103,81,22,.b,.b,38,38,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Dec 2018,N,85,72,13,.b,.b,36,32,.b,.b,30,.b,.b,.b,6,.b
Czech Republic,Jan 2019,N,91,70,21,.b,.b,.b,32,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Feb 2019,N,91,78,13,.b,.b,30,34,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Mar 2019,N,116,95,21,6,26,41,43,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Apr 2019,N,98,83,15,.b,.b,36,42,.b,.b,.b,33,.b,.b,.b,9
Czech Republic,May 2019,N,116,90,26,.b,33,.b,48,.b,.b,.b,38,.b,.b,.b,10
Czech Republic,Jun 2019,N,118,92,26,.b,.b,42,52,.b,.b,32,43,.b,.b,10,9
Czech Republic,Jul 2019,N,112,89,23,.b,.b,34,56,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Aug 2019,N,94,74,20,.b,30,.b,36,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Sep 2019,N,116,87,29,7,24,38,47,.b,.b,26,38,.b,.b,12,9
Czech Republic,Oct 2019,N,98,85,13,.b,.b,28,45,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Nov 2019,N,71,55,16,.b,.b,22,31,.b,.b,.b,21,.b,.b,.b,10
Czech Republic,Dec 2019,N,70,51,19,.b,.b,29,20,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jan 2020,N,103,81,22,.b,.b,34,36,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Feb 2020,N,94,79,15,.b,.b,34,40,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Mar 2020,N,117,102,15,.b,.b,41,45,.b,.b,35,.b,.b,.b,6,.b
Czech Republic,Apr 2020,N,92,78,14,.b,.b,32,30,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,May 2020,N,84,67,17,.b,.b,30,37,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jun 2020,N,129,108,21,.b,.b,45,60,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Jul 2020,N,107,86,21,.b,.b,36,40,.b,.b,.b,32,.b,.b,.b,8
Czech Republic,Aug 2020,N,94,80,14,.b,.b,28,43,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Sep 2020,N,95,74,21,.b,.b,31,37,.b,.b,.b,.b,.b,.b,.b,.b
Czech Republic,Oct 2020,N,112,92,20,.b,.b,42,50,.b,.b,.b,38,.b,.b,.b,12
Czech Republic,Nov 2020,N,94,76,18,.b,.b,31,35,.b,.b,.b,28,.b,.b,.b,7
Czech Republic,Dec 2020,N,103,86,17,.b,.b,39,38,.b,.b,30,.b,.b,.b,9,.b
Denmark,Jan 2016,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Feb 2016,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Mar 2016,N,27,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Apr 2016,N,45,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,May 2016,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jun 2016,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jul 2016,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Aug 2016,N,68,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Sep 2016,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Oct 2016,N,40,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Nov 2016,N,52,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Dec 2016,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jan 2017,N,39,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Feb 2017,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Mar 2017,N,37,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Apr 2017,N,66,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,May 2017,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jun 2017,N,43,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jul 2017,N,38,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Aug 2017,N,41,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Sep 2017,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Oct 2017,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Nov 2017,N,60,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Dec 2017,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jan 2018,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Feb 2018,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Mar 2018,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Apr 2018,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,May 2018,N,64,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jun 2018,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jul 2018,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Aug 2018,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Sep 2018,N,43,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Oct 2018,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Nov 2018,N,43,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Dec 2018,N,33,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jan 2019,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Feb 2019,N,48,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Mar 2019,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Apr 2019,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,May 2019,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jun 2019,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jul 2019,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Aug 2019,N,62,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Sep 2019,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Oct 2019,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Nov 2019,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Dec 2019,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jan 2020,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Feb 2020,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Mar 2020,N,45,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Apr 2020,N,29,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,May 2020,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jun 2020,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Jul 2020,N,45,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Aug 2020,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Sep 2020,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Oct 2020,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Nov 2020,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Denmark,Dec 2020,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
England and Wales,Jan 2016,Y,400,308,92,8,142,173,77,6,109,136,57,2,33,37,20
England and Wales,Feb 2016,Y,391,291,100,14,118,181,78,9,82,147,53,5,36,34,25
England and Wales,Mar 2016,Y,420,320,100,18,123,196,83,14,97,146,63,4,26,50,20
England and Wales,Apr 2016,Y,398,307,91,16,112,178,92,14,89,140,64,2,23,38,28
England and Wales,May 2016,Y,447,335,112,13,144,192,98,10,114,134,77,3,30,58,21
England and Wales,Jun 2016,Y,406,302,104,18,128,166,94,11,100,124,67,7,28,42,27
England and Wales,Jul 2016,Y,456,345,111,17,137,185,117,11,110,137,87,6,27,48,30
England and Wales,Aug 2016,Y,452,345,107,17,139,197,99,11,110,155,69,6,29,42,30
England and Wales,Sep 2016,Y,375,271,104,7,120,149,99,4,85,106,76,3,35,43,23
England and Wales,Oct 2016,Y,406,300,106,16,126,175,89,12,95,135,58,4,31,40,31
England and Wales,Nov 2016,Y,411,316,95,16,123,176,96,9,95,138,74,7,28,38,22
England and Wales,Dec 2016,Y,420,318,102,19,140,172,89,18,106,132,62,1,34,40,27
England and Wales,Jan 2017,Y,456,333,123,18,149,212,77,13,109,162,49,5,40,50,28
England and Wales,Feb 2017,Y,390,294,96,15,122,160,93,10,92,128,64,5,30,32,29
England and Wales,Mar 2017,Y,462,347,115,15,152,186,109,9,117,144,77,6,35,42,32
England and Wales,Apr 2017,Y,430,314,116,16,133,182,99,6,111,133,64,10,22,49,35
England and Wales,May 2017,Y,487,372,115,22,172,180,113,14,133,144,81,8,39,36,32
England and Wales,Jun 2017,Y,431,335,96,21,123,186,101,13,101,144,77,8,22,42,24
England and Wales,Jul 2017,Y,413,307,106,14,149,171,79,12,114,128,53,2,35,43,26
England and Wales,Aug 2017,Y,450,336,114,25,147,179,99,14,112,139,71,11,35,40,28
England and Wales,Sep 2017,Y,404,317,87,19,122,168,95,17,102,132,66,2,20,36,29
England and Wales,Oct 2017,Y,438,330,108,26,134,176,102,18,106,133,73,8,28,43,29
England and Wales,Nov 2017,Y,436,351,85,17,134,187,98,8,117,151,75,9,17,36,23
England and Wales,Dec 2017,Y,412,299,113,17,134,169,92,13,101,118,67,4,33,51,25
England and Wales,Jan 2018,Y,488,365,123,21,144,190,133,13,115,138,99,8,29,52,34
England and Wales,Feb 2018,Y,420,302,118,20,138,153,109,12,103,109,78,8,35,44,31
England and Wales,Mar 2018,Y,439,315,124,15,138,180,106,8,97,135,75,7,41,45,31
England and Wales,Apr 2018,Y,491,371,120,21,159,198,113,15,117,158,81,6,42,40,32
England and Wales,May 2018,Y,498,391,107,18,168,199,113,13,129,163,86,5,39,36,27
England and Wales,Jun 2018,Y,501,371,130,15,172,205,109,9,131,150,81,6,41,55,28
England and Wales,Jul 2018,Y,512,393,119,9,171,227,105,9,129,181,74,0,42,46,31
England and Wales,Aug 2018,Y,469,354,115,15,188,173,93,11,143,130,70,4,45,43,23
England and Wales,Sep 2018,Y,445,327,118,16,136,183,110,8,108,136,75,8,28,47,35
England and Wales,Oct 2018,Y,477,354,123,17,170,178,112,10,127,132,85,7,43,46,27
England and Wales,Nov 2018,Y,508,403,105,19,165,211,113,14,123,176,90,5,42,35,23
England and Wales,Dec 2018,Y,429,327,102,18,142,178,91,14,109,140,64,4,33,38,27
England and Wales,Jan 2019,Y,504,392,112,13,156,197,138,9,123,158,102,4,33,39,36
England and Wales,Feb 2019,Y,430,324,106,10,151,179,90,8,112,138,66,2,39,41,24
England and Wales,Mar 2019,Y,510,381,129,24,164,203,119,18,132,147,84,6,32,56,35
England and Wales,Apr 2019,Y,506,379,127,17,184,200,105,14,141,142,82,3,43,58,23
England and Wales,May 2019,Y,497,356,141,15,170,203,109,9,125,148,74,6,45,55,35
England and Wales,Jun 2019,Y,474,369,105,13,170,179,112,10,134,145,80,3,36,34,32
England and Wales,Jul 2019,Y,478,384,94,15,180,183,100,13,151,139,81,2,29,44,19
England and Wales,Aug 2019,Y,422,316,106,11,141,175,95,8,107,132,69,3,34,43,26
England and Wales,Sep 2019,Y,466,347,119,18,154,189,105,16,113,144,74,2,41,45,31
England and Wales,Oct 2019,Y,414,306,108,14,129,178,93,12,95,134,65,2,34,44,28
England and Wales,Nov 2019,Y,407,302,105,15,135,152,105,12,103,112,75,3,32,40,30
England and Wales,Dec 2019,Y,402,307,95,13,149,153,87,6,120,120,61,7,29,33,26
England and Wales,Jan 2020,Y,456,354,102,16,154,179,107,10,120,137,87,6,34,42,20
England and Wales,Feb 2020,Y,445,329,116,11,161,178,95,8,118,130,73,3,43,48,22
England and Wales,Mar 2020,Y,513,366,147,22,177,209,105,14,120,151,81,8,57,58,24
England and Wales,Apr 2020,Y,362,270,92,8,125,130,99,5,92,96,77,3,33,34,22
England and Wales,May 2020,Y,415,305,110,15,118,180,102,10,91,130,74,5,27,50,28
England and Wales,Jun 2020,Y,398,292,106,9,136,166,87,5,103,123,61,4,33,43,26
England and Wales,Jul 2020,Y,428,318,110,12,133,184,99,6,105,139,68,6,28,45,31
England and Wales,Aug 2020,Y,391,290,101,9,126,167,89,3,96,127,64,6,30,40,25
England and Wales,Sep 2020,Y,335,259,76,8,112,134,81,5,89,103,62,3,23,31,19
England and Wales,Oct 2020,Y,294,226,68,14,97,120,63,8,76,96,46,6,21,24,17
England and Wales,Nov 2020,Y,245,189,56,4,68,113,60,3,50,90,46,1,18,23,14
England and Wales,Dec 2020,Y,211,165,46,4,61,91,55,4,49,67,45,0,12,24,10
Estonia,Jan 2016,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Feb 2016,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Mar 2016,N,18,11,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Apr 2016,N,19,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,May 2016,N,23,15,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jun 2016,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jul 2016,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Aug 2016,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Sep 2016,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Oct 2016,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Nov 2016,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Dec 2016,N,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jan 2017,N,22,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Feb 2017,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Mar 2017,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Apr 2017,N,22,15,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,May 2017,N,24,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jun 2017,N,26,20,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jul 2017,N,26,19,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Aug 2017,N,20,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Sep 2017,N,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Oct 2017,N,21,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Nov 2017,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Dec 2017,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jan 2018,N,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Feb 2018,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Mar 2018,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Apr 2018,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,May 2018,N,19,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jun 2018,N,22,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Estonia,Jul 2018,N,19,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
